"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","FPts","FP/G","Bye","Ros %","GP","BFGTD","BPTD","TDST"
"*04d2v*","Trey Robinson","(N/A)","DB","4959","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04om2*","Tyree Robinson","(N/A)","DB","4960","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*060m4*","R.J. Roderick","(N/A)","DB","4963","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04mu3*","Kacy Rodgers II","(N/A)","LB,DB","4964","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0617n*","Bryce Rodgers","(N/A)","DL","4965","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0059k*","Dominique Rodgers-Cromartie","(N/A)","DB","4967","FA","37","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04ox5*","Ja'Von Rolland-Jones","(N/A)","DL","4978","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*050eq*","Rob Rolle","(N/A)","DB","4979","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03oio*","Quinten Rollins","(N/A)","DB","4980","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040r9*","Kyle Rose","(N/A)","DL","4985","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040wt*","Mike Rose","(N/A)","DL","4986","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0619l*","Mike Rose","(N/A)","LB","4987","FA","22","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040t9*","Winston Rose","(N/A)","DB","4988","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02adc*","Brandian Ross","(N/A)","DB","4991","FA","33","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04czy*","Daniel Ross","(N/A)","DL","4993","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jji*","Dominique Ross","(N/A)","LB","4995","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04139*","James Ross","(N/A)","LB","4996","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0613x*","Josh Ross","BAL","LB","4998","FA","23","BAL 16<br/>@CIN 27 F","500,000","1st","0","0","10","0%","0","0","0","0"
"*0505h*","Nydair Rouse","(N/A)","DB","5004","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*005eh*","Ahtyba Rubin","(N/A)","DL","5007","FA","36","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*001l1*","Frostee Rucker","(N/A)","DL","5008","FA","39","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05rte*","Dionte Ruffin","(N/A)","DB","5012","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05rz4*","Emmanuel Rugamba","(N/A)","DB","5013","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03ovl*","Marcus Rush","(N/A)","LB","5014","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04zx8*","Dontavius Russell","(N/A)","DL","5017","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061go*","JJ Russell","TB","LB","5018","FA","24","TB 17<br/>@ATL 30 F","500,000","1st","0","0","11","0%","0","0","0","0"
"*03oll*","Ryan Russell","(N/A)","DL","5019","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jsh*","Donald Rutledge","(N/A)","LB","5020","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03okm*","Jake Ryan","(N/A)","LB","5022","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*055bx*","Olive Sagapolu","(N/A)","DL","5025","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05uok*","KJ Sails","(N/A)","DB","5026","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04css*","Joby Saint Fleur","(N/A)","DL","5027","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0500i*","Anree Saint-Amour","(N/A)","DL","5028","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04p2r*","Shaheed Salmon","(N/A)","LB","5030","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04oia*","Christian Sam","DAL","LB","5032","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03ok3*","James Sample","(N/A)","DB","5033","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jsj*","Stanford Samuels","(N/A)","DB","5034","FA","24","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040hp*","Zack Sanchez","(N/A)","DB","5036","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04crf*","B.T. Sanders","(N/A)","DB","5037","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04oxh*","Dominick Sanders","(N/A)","DB","5039","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*060zt*","Myjai Sanders","ARI","DL,LB","5040","FA","24","ARI 13<br/>@SF 38 F","500,000","1st","0","0","13","0%","0","0","0","0"
"*050gp*","Trevon Sanders","(N/A)","DL","5041","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04zyl*","Marquez Sanford","(N/A)","DB","5044","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*044wa*","Darnell Sankey","(N/A)","LB","5046","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04oo9*","Tigie Sankoh","(N/A)","DB","5047","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0586t*","Quarte Sapp","(N/A)","LB","5050","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040o6*","Anthony Sarao","(N/A)","LB","5051","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03p25*","De'Ante Saunders","CLE","DB","5052","FA","30","CLE 14<br/>@PIT 28 F","500,000","9th","0","0","","0%","0","0","0","0"
"*050gb*","Ira Savage-Lewis","(N/A)","DL","5056","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04tx5*","Dante Sawyer","(N/A)","DL","5057","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cjt*","Casey Sayles","(N/A)","DL","5059","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04crg*","Marcus Sayles","MIN","DB","5060","FA","28","MIN 29<br/>@CHI 13 F","500,000","1st","0","0","7","0%","0","0","0","0"
"*04oqk*","Tegray Scales","CIN","LB","5061","FA","26","BAL 16<br/>@CIN 27 F","500,000","1st","0","0","10","0%","1","0","0","0"
"*005cr*","Orlando Scandrick","(N/A)","DB","5062","FA","36","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cxb*","Alex Scearce","(N/A)","LB","5069","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05rth*","Thomas Schaffer","(N/A)","DL","5070","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040wh*","Jeff Schoettmer","(N/A)","LB","5075","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061az*","Brenden Schooler","NE","DB","5076","FA","25","NE 23<br/>@BUF 35 F","500,000","1st","0","0","10","0%","0","0","0","0"
"*04cpk*","Karter Schult","(N/A)","DL","5079","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cxm*","Evan Schwan","(N/A)","DL","5080","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05joh*","Delontae Scott","PIT/CAR","DL,LB","5085","FA","26","CAR 10<br/>@NO 7 F","500,000","1st","0","0","13","0%","1","0","0","0"
"*05rve*","Jordon Scott","(N/A)","DL","5088","FA","24","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040lz*","Larry Scott","(N/A)","DB","5090","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04on3*","Niles Scott","MIA","DL","5092","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03p3b*","Tim Scott","(N/A)","DB","5095","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03cpk*","Sammy Seamster","(N/A)","DB","5097","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*026ve*","DaNorris Searcy","(N/A)","DB","5098","FA","34","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040ta*","Ian Seau","(N/A)","DL","5101","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0615b*","Brandon Sebastian","(N/A)","DB","5102","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040qy*","Jordan Sefon","(N/A)","DB","5104","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04ogt*","Deadrin Senat","TB","DL","5108","FA","28","TB 17<br/>@ATL 30 F","500,000","1st","0","0","11","0%","0","0","0","0"
"*02jaz*","Coty Sensabaugh","(N/A)","DB","5109","FA","34","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0617u*","Nephi Sewell","NO","LB","5112","FA","24","CAR 10<br/>@NO 7 F","500,000","1st","0","0","14","0%","0","0","0","0"
"*040pw*","Frank Shannon","(N/A)","LB","5119","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03okc*","Josh Shaw","(N/A)","DB","5123","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02jfp*","DeShawn Shead","(N/A)","DB","5124","FA","33","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04os7*","Conor Sheehy","(N/A)","DL","5125","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*050ie*","Sterling Sheffield","(N/A)","LB","5127","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02jop*","Derrick Shelby","(N/A)","DL","5128","FA","34","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0615c*","Ty Shelby","LAC","LB","5129","FA","24","Bye","500,000","9th","0","0","8","0%","0","0","0","0"
"*04gg5*","Brady Sheldon","NYJ","LB","5130","FA","30","NYJ 6<br/>@MIA 11 F","500,000","1st","0","0","10","0%","0","0","0","0"
"*04cna*","Sojourn Shelton","CHI","DB","5133","FA","28","MIN 29<br/>@CHI 13 F","500,000","1st","0","0","14","0%","0","0","0","0"
"*03cgg*","Prince Shembo","(N/A)","LB","5135","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*026uc*","Kelvin Sheppard","(N/A)","LB","5138","FA","35","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*01uc1*","Marcus Sherels","(N/A)","DB","5139","FA","35","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04oz6*","Anthony Sherrils","(N/A)","DB","5141","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*01u0x*","Sam Shields","(N/A)","DB","5143","FA","35","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05098*","Sterling Shippy","(N/A)","DL","5146","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040rn*","Aziz Shittu","(N/A)","DL","5147","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04oly*","Ed Shockley","(N/A)","LB","5148","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02zt1*","Kawann Short","(N/A)","DL","5149","FA","34","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03p3c*","Jameill Showers","(N/A)","DB","5152","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jk6*","Adam Shuler","SF","DL","5154","FA","26","ARI 13<br/>@SF 38 F","500,000","1st","0","0","9","0%","0","0","0","0"
"*040no*","Elijah Shumate","(N/A)","DB","5156","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cpa*","Garrett Sickels","(N/A)","LB","5158","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040l1*","Devaunte Sigler","(N/A)","DL","5159","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*050k2*","Tyler Sigler","(N/A)","DB","5160","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02a41*","Sealver Siliga","(N/A)","DL","5161","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05t71*","George Silvanic","(N/A)","DL","5162","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*050lw*","David Simmons Jr.","(N/A)","DB","5164","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04oll*","Antonio Simmons","(N/A)","DL","5165","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040o7*","Delvon Simmons","(N/A)","DL","5166","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05053*","Josh Simmons","(N/A)","DB","5168","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03onf*","Deon Simon","(N/A)","DL","5173","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04dj3*","Jordan Simone","(N/A)","DB","5175","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04jvp*","Darrius Sims","(N/A)","WR,DB","5181","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*01tqy*","Eugene Sims","(N/A)","DL","5182","FA","37","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040hz*","LeShaun Sims","(N/A)","DB","5183","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*005bd*","Pat Sims","(N/A)","DL","5184","FA","37","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*030bf*","Terrell Sinkfield","(N/A)","DB","5187","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jth*","Kemah Siverand","(N/A)","DB","5189","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*050ld*","Deyon Sizer","DEN","DL","5190","FA","26","LAC 28<br/>@DEN 31 F","500,000","1st","0","0","9","0%","0","0","0","0"
"*061fi*","James Skalski","(N/A)","LB","5191","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03cq4*","Deontae Skinner","(N/A)","LB","5192","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*050lh*","Tuzar Skipper","PIT","LB","5193","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03crz*","Shayne Skov","(N/A)","LB","5195","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*01lr5*","Dan Skuta","(N/A)","LB","5196","FA","36","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04zxd*","Chris Slayton","GB","DL","5198","FA","26","DET 20<br/>@GB 16 F","500,000","1st","0","0","14","0%","0","0","0","0"
"*0410e*","Matt Smalley","(N/A)","DB","5201","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cg3*","Tanzel Smart","NYJ","DL","5204","FA","28","NYJ 6<br/>@MIA 11 F","500,000","1st","0","0","10","0%","0","0","0","0"
"*05jgp*","Prince Smith Jr.","(N/A)","DB","5207","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03cgu*","Telvin Smith Sr.","(N/A)","LB","5208","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*060sk*","Abram Smith","(N/A)","RB,LB","5209","FA","24","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*060lu*","Brandon Smith","CAR","LB","5215","FA","21","CAR 10<br/>@NO 7 F","500,000","1st","0","0","13","0%","0","0","0","0"
"*040ro*","C.J. Smith","(N/A)","DB","5216","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04yow*","Cameron Smith","(N/A)","LB","5217","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03oit*","D'Joun Smith","(N/A)","DB","5218","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0037c*","Daryl Smith","(N/A)","LB","5219","FA","41","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03omk*","Derron Smith","(N/A)","DB","5222","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04onz*","Emmanuel Smith","(N/A)","LB","5224","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03csw*","Garrison Smith","(N/A)","DL","5225","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0027t*","Harrison Smith","(N/A)","DB","5226","FA","40","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02jos*","Jacquies Smith","(N/A)","DL","5229","FA","33","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*057yd*","Josh Smith","(N/A)","LB","5232","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05g2l*","Kahani Smith","(N/A)","DB","5233","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jw9*","Kobe Smith","ATL","DL","5234","FA","24","TB 17<br/>@ATL 30 F","500,000","1st","0","0","14","0%","0","0","0","0"
"*04czs*","Malik Smith","(N/A)","DB","5235","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03cd9*","Marcus Smith","(N/A)","LB","5236","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04csv*","Maurice Smith","(N/A)","DB","5237","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04124*","Mike Smith","(N/A)","DL","5238","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02zvs*","Quanterus Smith","(N/A)","DL","5239","FA","33","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jmx*","Rashad Smith","(N/A)","LB","5240","FA","25","Bye","500,000","9th","0","0","","0%","2","0","0","0"
"*050f3*","Ray Smith","(N/A)","DL","5241","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*01d0h*","Sean Smith","(N/A)","DB","5245","FA","35","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05rvu*","Shaq Smith","(N/A)","LB","5247","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04d6e*","Teidrick Smith","(N/A)","LB","5249","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040x6*","Terrance Smith","(N/A)","LB","5250","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*06110*","Tyreke Smith","SEA","DL,LB","5252","FA","23","LAR 16<br/>@SEA 19 F","500,000","1st","0","0","11","0%","0","0","0","0"
"*04coj*","Fish Smithson","(N/A)","DB","5254","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05rt3*","Charles Snowden","TB","DL,LB","5258","FA","25","TB 17<br/>@ATL 30 F","500,000","1st","0","0","11","0%","2","0","0","0"
"*03oyn*","Kevin Snyder","(N/A)","LB","5259","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03on6*","Kristjan Sokoli","(N/A)","DL","5262","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*002a9*","Paul Soliai","(N/A)","DL","5263","FA","39","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*050bu*","Andrew Soroh","(N/A)","DB","5266","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04d0i*","Shakir Soto","(N/A)","DL","5267","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03cek*","Dezmen Southward","(N/A)","DB","5268","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04ogc*","Breeland Speaks","BUF","DL","5270","FA","27","NE 23<br/>@BUF 35 F","500,000","1st","0","0","7","0%","0","0","0","0"
"*05jm2*","Marcel Spears Jr.","(N/A)","LB","5271","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*06121*","Baylon Spector","BUF","LB","5272","FA","24","NE 23<br/>@BUF 35 F","500,000","1st","0","0","7","0%","0","0","0","0"
"*02jaa*","Sean Spence","(N/A)","LB","5274","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*01tnb*","Brandon Spikes","(N/A)","LB","5276","FA","35","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04oto*","Arrion Springs","(N/A)","DB","5279","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04omh*","Tracy Sprinkle","(N/A)","DL","5280","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02zyr*","Daimion Stafford","(N/A)","DB","5283","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040rb*","A.J. Stamps","(N/A)","DB","5285","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04zzw*","Jayson Stanley","CHI","DB","5287","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0614v*","Chris Steele","MIA/SEA","DB","5294","FA","22","LAR 16<br/>@SEA 19 F","500,000","9th","0","0","11","0%","0","0","0","0"
"*04oqt*","Linden Stephens","(N/A)","DB","5296","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jsw*","Bryce Sterk","(N/A)","TE,DL","5298","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*06165*","Tre Sterling","(N/A)","DB","5300","FA","24","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cvd*","Jordan Sterns","(N/A)","DB","5303","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*06134*","Tyarise Stevenson","(N/A)","DL","5308","FA","24","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04clr*","Brandon Stewart","(N/A)","DB","5310","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*01u3a*","Darian Stewart","(N/A)","DB","5311","FA","34","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04d0j*","Orion Stewart","(N/A)","DB","5314","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0506d*","Silas Stewart","(N/A)","LB","5315","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02j97*","Devon Still","(N/A)","DL","5318","FA","33","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05ry0*","Darius Stills","(N/A)","DL","5320","FA","24","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05rui*","Donovan Stiner","(N/A)","DB","5321","FA","24","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03ch7*","Ed Stinson","(N/A)","DL","5323","FA","33","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0616x*","LaRon Stokes","(N/A)","DL","5326","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*050gq*","MyQuon Stout","(N/A)","DL","5331","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05ryh*","Corey Straughter","(N/A)","DB","5333","FA","24","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cpo*","Channing Stribling","(N/A)","DB","5336","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040ms*","Eric Striker","(N/A)","LB","5338","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04ojv*","Greg Stroman","CHI","DB","5340","FA","27","MIN 29<br/>@CHI 13 F","500,000","9th","0","0","14","0%","0","0","0","0"
"*05jcp*","Jason Strowbridge","(N/A)","DL","5344","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0505q*","Anthony Stubbs","(N/A)","LB","5345","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*01toq*","Darrell Stuckey","(N/A)","DB","5346","FA","35","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02je0*","Nate Stupar","(N/A)","LB","5347","FA","35","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0039u*","Terrell Suggs","(N/A)","DL","5350","FA","40","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040px*","Sadat Sulleyman","(N/A)","LB","5351","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05rwp*","Elijah Sullivan","(N/A)","LB","5352","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cwy*","Tre Sullivan","(N/A)","DB","5354","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04ouv*","Jamar Summers","(N/A)","DB","5355","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jsk*","Will Sunderland","ATL","DB","5358","FA","26","TB 17<br/>@ATL 30 F","500,000","1st","0","0","14","0%","0","0","0","0"
"*05ro3*","Chazz Surratt","NYJ","LB","5360","FA","26","NYJ 6<br/>@MIA 11 F","500,000","1st","0","0","10","0%","9","0","0","0"
"*03cey*","Will Sutton","(N/A)","DL","5365","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cz4*","Maurice Swain Jr.","(N/A)","DL","5366","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03olp*","Damian Swann","(N/A)","DB","5368","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jm3*","Isiah Swann","(N/A)","DB","5369","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05t9t*","Jovan Swann","(N/A)","DL","5370","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02ztd*","D.J. Swearinger","IND","DB","5372","FA","31","HOU 32<br/>@IND 31 F","500,000","1st","0","0","14","0%","0","0","0","0"
"*0613b*","Tre Swilling","NO/SF","DB","5373","FA","24","ARI 13<br/>@SF 38 F","500,000","9th","0","0","9","0%","0","0","0","0"
"*04bq2*","Bradley Sylve","(N/A)","DB","5378","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061ea*","Mika Tafua","DAL/PIT","DL","5380","FA","26","CLE 14<br/>@PIT 28 F","500,000","1st","0","0","9","0%","0","0","0","0"
"*04cm9*","Christian Tago","(N/A)","LB","5381","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*058va*","Logan Tago","(N/A)","DL","5382","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061fn*","Myron Tagovailoa-Amosa","LV","DL","5383","FA","23","KC 31<br/>@LV 13 F","500,000","1st","0","0","6","0%","0","0","0","0"
"*04cvt*","David Talley","(N/A)","LB","5385","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02jcm*","Keith Tandy","(N/A)","DB","5387","FA","34","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0617d*","Derrick Tangelo","ATL","DL","5388","FA","23","TB 17<br/>@ATL 30 F","500,000","1st","0","0","14","0%","0","0","0","0"
"*04cdm*","Cordrea Tankersley","(N/A)","DB","5389","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*002xo*","Darryl Tapp","(N/A)","DL","5391","FA","38","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040gi*","Charles Tapper","(N/A)","DL","5392","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02a6i*","Jeff Tarpinian","(N/A)","LB","5393","FA","35","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cnc*","Pasoni Tasini","(N/A)","DL","5394","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0504j*","Josiah Tauaefa","(N/A)","LB","5399","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cgm*","Pita Taumoepenu","DEN","DL,LB","5401","FA","29","LAC 28<br/>@DEN 31 F","500,000","1st","0","0","9","0%","4","0","0","0"
"*04ckx*","Sae Tautu","(N/A)","LB","5402","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040rp*","Myke Tavarres","(N/A)","LB","5403","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
