"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","FPts","Bye","Ros %","GP","BFGTD","BPTD","TDST"
"*041g4*","Jeff Overbaugh","(N/A)","LB","4560","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040vo*","Montese Overton","(N/A)","DL","4561","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0505n*","Jarrell Owens","(N/A)","DL","4562","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*06374*","Ayo Oyelola","JAX","DB","4566","FA","24","TEN 16<br/>@JAX 20 F","500,000","1st","0","11","0%","0","0","0","0"
"*061gl*","JoJo Ozougwu","TB","DL,LB","4567","FA","25","TB 17<br/>@ATL 30 F","500,000","1st","0","11","0%","0","0","0","0"
"*002p0*","Calvin Pace","(N/A)","LB","4568","FA","42","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05rt8*","JR Pace","(N/A)","DB","4569","FA","24","Bye","500,000","9th","0","","0%","0","0","0","0"
"*026u3*","Stephen Paea","(N/A)","DL","4570","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040t4*","Kache Palacio","SEA","LB","4572","FA","29","LAR 16<br/>@SEA 19 F","500,000","9th","0","","0%","0","0","0","0"
"*03clr*","Tenny Palepoi","(N/A)","DL","4573","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0410w*","Louis Palmer","(N/A)","DL","4574","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02zxb*","Nate Palmer","(N/A)","LB","4575","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050g9*","Walter Palmore","(N/A)","DL","4576","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0615n*","Jacub Panasiuk","(N/A)","DL","4577","FA","23","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jwj*","Mike Panasiuk","CAR","DL","4578","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cwr*","Evan Panfil","(N/A)","DL","4579","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04p1x*","Steven Parker","ARI/TEN/SEA","DB","4586","FA","27","LAR 16<br/>@SEA 19 F","500,000","1st","0","11","0%","1","0","0","0"
"*02jje*","Terrance Parks","(N/A)","DB","4588","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03owv*","Damian Parms","(N/A)","DB","4589","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03ol9*","David Parry","(N/A)","DL","4590","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*061f9*","Scott Patchan","(N/A)","DL","4592","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*061hi*","Carlins Patel","(N/A)","DB","4593","FA","23","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03cyo*","Tyler Patmon","(N/A)","DB","4594","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05006*","Natrez Patrick","(N/A)","LB","4596","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05on2*","Manny Patterson","KC","DB","4599","FA","24","KC 31<br/>@LV 13 F","500,000","1st","0","8","0%","0","0","0","0"
"*061u1*","Caeveon Patton","(N/A)","DL","4602","FA","24","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040ye*","Gionni Paul","(N/A)","LB","4605","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050ky*","DAndre Payne","(N/A)","DB","4608","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cs1*","Donald Payne","SF","LB","4609","FA","28","ARI 13<br/>@SF 38 F","500,000","1st","0","9","0%","0","0","0","0"
"*02aea*","Spencer Paysinger","CAR","LB","4610","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050h0*","Chris Peace","(N/A)","LB","4613","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0613c*","Jayden Peevy","TEN","DL,DB","4621","FA","23","TEN 16<br/>@JAX 20 F","500,000","1st","0","6","0%","0","0","0","0"
"*001ku*","Domata Peko","(N/A)","DL","4622","FA","38","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040us*","Claude Pelon","(N/A)","DL","4623","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jdq*","John Penisini","DET","DL","4624","FA","25","DET 20<br/>@GB 16 F","500,000","1st","0","13","0%","0","0","0","0"
"*04cjs*","Aarion Penton","(N/A)","DB","4626","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040ma*","Denzell Perine","(N/A)","DL","4629","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040vr*","David Perkins","(N/A)","DL","4631","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05rn8*","Ronnie Perkins","NE","DL,LB","4635","FA","23","Bye","500,000","1st","0","10","0%","0","0","0","0"
"*04ouk*","Evan Perrizo","(N/A)","DL","4636","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04oli*","Evan Perroni","(N/A)","DL","4637","FA","44","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cx1*","Jamal Perry","MIA","DB","4639","FA","28","NYJ 6<br/>@MIA 11 F","500,000","1st","0","11","0%","0","0","0","0"
"*02j8k*","Nick Perry","(N/A)","LB","4641","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03mpa*","Brian Peters","(N/A)","LB","4645","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04mqq*","Jamal Peters","ATL","DB","4646","FA","26","Bye","500,000","9th","0","14","0%","0","0","0","0"
"*05s06*","Jordyn Peters","(N/A)","DB","4647","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cyq*","Otha Peters","(N/A)","LB","4648","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040yp*","Kevin Peterson","ARI","DB","4651","FA","29","ARI 13<br/>@SF 38 F","500,000","1st","0","13","0%","0","0","0","0"
"*040lv*","Shaq Petteway","(N/A)","LB","4654","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040wg*","D.J. Pettway","(N/A)","DL","4657","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*062qd*","Jeremiah Pharms","NE","DL","4660","FA","26","Bye","500,000","1st","0","10","0%","0","0","0","0"
"*05rxs*","Antonio Phillips","(N/A)","DB","4663","FA","24","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04ckm*","Carroll Phillips","(N/A)","DL,LB","4665","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03ctn*","Dashaun Phillips","(N/A)","DB","4666","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0503l*","Justin Phillips","(N/A)","LB","4669","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050gn*","Kyle Phillips","NYJ","DL","4671","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*060so*","Kyle Phillips","(N/A)","DL","4672","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03omh*","Darius Philon","LV","DL","4674","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05051*","Adarius Pickett","(N/A)","DB","4676","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03osd*","Olsen Pierre","(N/A)","DL","4680","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040t7*","Manoa Pikula","(N/A)","LB","4683","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05opm*","Michael Pinckney","(N/A)","LB","4685","FA","24","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03cif*","Eric Pinkins","(N/A)","LB","4687","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cry*","Lenzy Pipkins","(N/A)","DB","4689","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04coi*","Ondre Pipkins","(N/A)","DL","4690","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04ovg*","Jamiyus Pittman","(N/A)","DL","4692","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040vv*","Lafayette Pitts","(N/A)","DB","4693","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*061pn*","Carlins Platel","PIT","DB","4694","FA","0","CLE 14<br/>@PIT 28 F","500,000","1st","0","9","0%","0","0","0","0"
"*05jt8*","Nasir Player","(N/A)","LB","4696","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02juh*","Eddie Pleasant","(N/A)","DB","4697","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02j81*","Dontari Poe","(N/A)","DL","4700","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*061fp*","Isaiah Pola-Mao","LV","DB","965","FA","23","KC 31<br/>@LV 13 F","500,000","1st","0","6","0%","3","0","0","0"
"*04oj9*","Quentin Poling","(N/A)","LB","4703","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04yq4*","Jachai Polite","LAR","LB","4704","FA","26","LAR 16<br/>@SEA 19 F","500,000","1st","0","7","0%","0","0","0","0"
"*05rx2*","Elijah Ponder","(N/A)","DL,LB","4709","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0505o*","Jermaine Ponder","(N/A)","DB","4710","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040qu*","Brian Poole","IND","DB","4711","FA","30","HOU 32<br/>@IND 31 F","500,000","1st","0","14","0%","0","0","0","0"
"*04q8p*","Jackson Porter","(N/A)","DB","4713","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04os5*","Marcus Porter","(N/A)","LB","4714","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cp7*","Reggie Porter","(N/A)","DB","4715","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02zv0*","Sean Porter","(N/A)","LB","4716","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*005aa*","Tracy Porter","(N/A)","DB","4717","FA","36","Bye","500,000","9th","0","","0%","0","0","0","0"
"*046tb*","Joe Powell","(N/A)","DB","4725","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040vt*","Tyvis Powell","(N/A)","DB","4726","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04d01*","Dayon Pratt","(N/A)","LB","4728","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04czz*","Gimel President","(N/A)","LB","4729","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jog*","Willington Previlon","TB","DL","4731","FA","25","TB 17<br/>@ATL 30 F","500,000","1st","0","11","0%","0","0","0","0"
"*040tf*","Brian Price","DET","DL","4733","FA","28","DET 20<br/>@GB 16 F","500,000","1st","0","6","0%","0","0","0","0"
"*04cha*","Ejuan Price","(N/A)","LB","4736","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0307d*","Sheldon Price","(N/A)","DB","4738","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jbx*","Troy Pride","NO","DB","4739","FA","25","Bye","500,000","9th","0","14","0%","0","0","0","0"
"*04cvr*","Raysean Pringle","(N/A)","DB","4742","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*026w2*","Chris Prosinski","CHI","DB","4746","FA","35","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0412v*","Jimmy Pruitt","(N/A)","DB","4748","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03cd1*","Calvin Pryor","(N/A)","DB","4750","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*06186*","Isaiah Pryor","NO","LB","4751","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04ot1*","Jake Pugh","(N/A)","LB","4753","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03on0*","Hayes Pullard","(N/A)","LB","4755","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0500r*","Ryan Pulley","(N/A)","DB","4756","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03cnk*","Loucheiz Purifoy","SEA","DB","4758","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04oo5*","Joseph Putu","(N/A)","DB","4759","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05rsx*","Alani Pututau","(N/A)","DL,LB","4760","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*06167*","Hauati Pututau","(N/A)","DL","4761","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cgt*","Elijah Qualls","(N/A)","DL","4762","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04olz*","Kyle Queiro","(N/A)","LB","4764","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*061dm*","Bookie Radley-Hiles","(N/A)","DB","4773","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04d28*","Johnny Ragin III","(N/A)","LB","4775","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*01cz4*","B.J. Raji","(N/A)","DL","4779","FA","36","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02zx7*","Bacarri Rambo","(N/A)","DB","4781","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050go*","Santos Ramirez","(N/A)","DB","4784","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04oyc*","Mike Ramsay","(N/A)","DL","4785","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0505d*","Randy Ramsey","(N/A)","LB","4787","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03oht*","Damarious Randall","(N/A)","DB","4788","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0503u*","Delvon Randall","(N/A)","DB","4789","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05ryf*","Kenny Randall","(N/A)","DL","4790","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050h1*","Rodney Randle","NE","DB","4792","FA","26","Bye","500,000","9th","0","10","0%","0","0","0","0"
"*040t8*","Brian Randolph","(N/A)","DB","4794","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040x5*","Shak Randolph","(N/A)","DB","4795","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040v2*","Shakeel Rashad","(N/A)","LB","4796","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05ruf*","Hamilcar Rashed","TB","DL,LB","4797","FA","25","TB 17<br/>@ATL 30 F","500,000","9th","0","11","0%","0","0","0","0"
"*040mc*","Eric Rawls","(N/A)","DB","4803","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*061b1*","LaBryan Ray","NE","DL","4805","FA","25","NE 23<br/>@BUF 35 F","500,000","1st","0","","0%","0","0","0","0"
"*03ohm*","Shane Ray","(N/A)","LB","4806","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0505z*","Chris Rayford","(N/A)","DB","4807","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03chg*","Keith Reaser","(N/A)","DB","4809","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05joz*","Greg Reaves","(N/A)","DL","4811","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04oup*","Malik Reaves","(N/A)","DB","4812","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04olh*","C.J. Reavis","(N/A)","DB","4813","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0301b*","Kevin Reddick","(N/A)","LB","4816","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04oyt*","Quincy Redmon","(N/A)","DL","4820","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040fg*","Will Redmond","IND/HOU","DB","1499","FA","29","HOU 32<br/>@IND 31 F","500,000","1st","0","6","0%","0","0","0","0"
"*04zv7*","Sheldrick Redwine","IND","DB","4821","FA","26","HOU 32<br/>@IND 31 F","500,000","9th","0","9","0%","0","0","0","0"
"*026tt*","Brooks Reed","TEN","LB","4823","FA","36","TEN 16<br/>@JAX 20 F","500,000","1st","0","6","0%","0","0","0","0"
"*05jls*","J.R. Reed","LV/DET","DB","4824","FA","27","DET 20<br/>@GB 16 F","500,000","1st","0","6","0%","0","0","0","0"
"*05rtv*","Justus Reed","(N/A)","DL,LB","4828","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040kh*","Kalan Reed","(N/A)","DB","4829","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jo8*","Travis Reed","(N/A)","DB","4830","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03osm*","Trovon Reed","(N/A)","DB","4831","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jlo*","David Reese II","(N/A)","LB","4833","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03ch3*","Caraun Reid","LAC","DL","4836","FA","31","LAC 28<br/>@DEN 31 F","500,000","1st","0","8","0%","0","0","0","0"
"*02zs6*","Eric Reid","(N/A)","DB","4837","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jcn*","John Reid","SEA/ATL/TEN","DB","1374","FA","26","TB 17<br/>@ATL 30 F","500,000","1st","0","14","0%","0","0","0","0"
"*04duz*","Ryan Reid","(N/A)","DB","4838","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03cj1*","Trevor Reilly","(N/A)","LB","4840","FA","35","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jon*","Tyshun Render","(N/A)","DL","4841","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jsy*","Debione Renfro","(N/A)","DB","4843","FA","24","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jss*","Sam Renner","TB","DL","4844","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04tg3*","Adam Reth","(N/A)","DL","4846","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*01tvd*","Vincent Rey","(N/A)","LB","4847","FA","35","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02j95*","Kendall Reyes","(N/A)","DL","4848","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03ch6*","Ed Reynolds","(N/A)","DB","4850","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03021*","LaRoy Reynolds","NE","LB","4852","FA","32","Bye","500,000","1st","0","10","0%","0","0","0","0"
"*04cm8*","Taylor Reynolds","(N/A)","DB","4853","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05rwv*","Jon Rhattigan","SEA","LB","1429","FA","24","LAR 16<br/>@SEA 19 F","500,000","1st","0","11","0%","0","0","0","0"
"*061fd*","Forrest Rhyne","IND","LB","1557","FA","23","HOU 32<br/>@IND 31 F","500,000","1st","0","14","0%","0","0","0","0"
"*03oqy*","Denzel Rice","(N/A)","DB","4855","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04aru*","Jeff Richards","(N/A)","DB","4862","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03oip*","Jordan Richards","BAL","DB","4863","FA","30","Bye","500,000","1st","0","10","0%","0","0","0","0"
"*04ose*","Ramon Richards","(N/A)","DB","4864","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03oty*","Bobby Richardson","(N/A)","DL","4867","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04clk*","Horace Richardson","(N/A)","DB","4870","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05rxv*","Max Richardson","(N/A)","LB","4871","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02jst*","Sean Richardson","(N/A)","DB","4872","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03ch1*","Shaq Richardson","(N/A)","DB","4873","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02zs5*","Sheldon Richardson","(N/A)","DL","4874","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04p09*","Steven Richardson","(N/A)","DL","4875","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04k23*","Whitney Richardson","(N/A)","DL","4877","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03olj*","Shaq Riddick","PIT","LB","4878","FA","30","CLE 14<br/>@PIT 28 F","500,000","1st","0","9","0%","0","0","0","0"
"*03p4f*","Cody Riggs","(N/A)","DB","4884","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*01tof*","Perry Riley Jr.","(N/A)","LB","4886","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03p4g*","Curtis Riley","TB","DB","4888","FA","30","TB 17<br/>@ATL 30 F","500,000","1st","0","11","0%","0","0","0","0"
"*04d0g*","Marcus Rios","(N/A)","DB","4890","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jht*","Chauncey Rivers","GB","DL,LB","4893","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04crz*","David Rivers","(N/A)","DB","4894","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cd9*","Derek Rivers","HOU","DL","4895","FA","28","HOU 32<br/>@IND 31 F","500,000","1st","0","6","0%","0","0","0","0"
"*04d29*","C.J. Robbins Jr.","(N/A)","DL","4898","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050eb*","Derick Roberson","HOU","LB","4901","FA","27","Bye","500,000","9th","0","","0%","2","0","0","0"
"*040yq*","Tre Roberson","CHI","DB","4903","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0501y*","Boogie Roberts","(N/A)","DL","4906","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0505f*","Greg Roberts","(N/A)","LB","4908","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05t72*","Max Roberts","(N/A)","LB","4909","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04oxg*","Stephen Roberts","(N/A)","DB","4912","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02h2i*","Craig Robertson","(N/A)","LB","4913","FA","35","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040z2*","Pete Robertson","(N/A)","LB","4915","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0302s*","Nickell Robey-Coleman","DET/LV","DB","4916","FA","31","KC 31<br/>@LV 13 F","500,000","1st","0","6","0%","2","0","0","0"
"*05jct*","Alton Robinson","SEA","DL,LB","4918","FA","24","LAR 16<br/>@SEA 19 F","500,000","1st","0","11","0%","0","0","0","0"
"*05jlq*","Austrian Robinson","(N/A)","DL","4919","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05ryu*","Curtis Robinson","SF","LB","4920","FA","24","ARI 13<br/>@SF 38 F","500,000","1st","0","9","0%","3","0","0","0"
"*03onn*","Edmond Robinson","SEA","LB","4924","FA","31","LAR 16<br/>@SEA 19 F","500,000","1st","0","11","0%","0","0","0","0"
"*04ckn*","Ezra Robinson","(N/A)","DB","4925","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05rp6*","Janarius Robinson","MIN/PHI","DL,LB","4927","FA","23","NYG 16<br/>@PHI 22 F","500,000","9th","0","7","0%","0","0","0","0"
"*05060*","Johnny Robinson","(N/A)","DL","4929","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jcu*","Kenny Robinson","CAR","DB","4931","FA","24","CAR 10<br/>@NO 7 F","500,000","1st","0","9","0%","0","0","0","0"
"*01tme*","Patrick Robinson","(N/A)","DB","4933","FA","35","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040hd*","Rashard Robinson","TB","DB","4934","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jc1*","Reggie Robinson","CLE/CHI","DB","4935","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04uq5*","Simeyon Robinson","(N/A)","DL","4936","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02jcu*","Trenton Robinson","(N/A)","DB","4938","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04d2v*","Trey Robinson","(N/A)","DB","4939","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04om2*","Tyree Robinson","(N/A)","DB","4940","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*060m4*","R.J. Roderick","(N/A)","DB","4942","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04mu3*","Kacy Rodgers II","(N/A)","LB,DB","4943","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0617n*","Bryce Rodgers","(N/A)","DL","4944","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0059k*","Dominique Rodgers-Cromartie","(N/A)","DB","4946","FA","37","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04ox5*","Ja'Von Rolland-Jones","(N/A)","DL","4956","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050eq*","Rob Rolle","(N/A)","DB","4957","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03oio*","Quinten Rollins","(N/A)","DB","4958","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040r9*","Kyle Rose","(N/A)","DL","4963","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040wt*","Mike Rose","(N/A)","DL","4964","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0619l*","Mike Rose","(N/A)","LB","4965","FA","22","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040t9*","Winston Rose","(N/A)","DB","4966","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02adc*","Brandian Ross","(N/A)","DB","4970","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05045*","D'Angelo Ross","MIA/HOU","DB","4972","FA","26","HOU 32<br/>@IND 31 F","500,000","1st","0","6","0%","0","0","0","0"
"*04czy*","Daniel Ross","(N/A)","DL","4973","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jji*","Dominique Ross","(N/A)","LB","4975","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04139*","James Ross","(N/A)","LB","4976","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04ozr*","Bunmi Rotimi","WAS","DL","4983","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0505h*","Nydair Rouse","(N/A)","DB","4985","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*005eh*","Ahtyba Rubin","(N/A)","DL","4988","FA","36","Bye","500,000","9th","0","","0%","0","0","0","0"
"*001l1*","Frostee Rucker","(N/A)","DL","4989","FA","39","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05rte*","Dionte Ruffin","(N/A)","DB","4993","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05rz4*","Emmanuel Rugamba","(N/A)","DB","4994","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03ovl*","Marcus Rush","(N/A)","LB","4996","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04zyp*","Brandon Rusnak","(N/A)","DB","4998","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jf3*","Chapelle Russell","PIT","LB","5000","FA","26","CLE 14<br/>@PIT 28 F","500,000","1st","0","9","0%","0","0","0","0"
"*04zx8*","Dontavius Russell","(N/A)","DL","5001","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*061go*","JJ Russell","TB","LB","1396","FA","24","TB 17<br/>@ATL 30 F","500,000","1st","0","11","0%","2","0","0","0"
"*040fl*","KeiVarae Russell","(N/A)","DB","5002","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
